2,411
3,500,2697,1182
4,910
5,179,1368
6,719
7,912
8,720
9,1246
10,
11,328
12,1534
13,36
14,174,817
15,705
16,
17,35
18,
20,
21,723
22,647
24,112
25,
26,
27,
28,
29,162
30,179
31,411
32,179
33,503
34,411
35,25
36,1356
37,1369
38,179
39,
40,190
41,1385
42,
43,
44,
45,2620
46,113
47,940
48,170
49,2378
50,
51,
52,
53,
54,114
55,439
56,488
57,1623
58,162
59,179
60,
61,
62,191
63,
64,
65,867
66,
68,
69,39
70,429
71,125
72,
73,
74,516
75,
76,124
77,503
78,
79,940
80,
81,352,582,297
82,20
83,
84,2001
85,
86,61
87,699
88,1368
89,258
90,
91,705
92,912
94,547
95,912
96,1196
97,
98,
99,179
100,2639
101,1196
102,
103,273
104,2002
105,
106,1008
107,
108,
109,568
110,
111,
113,
114,2001
115,316
116,424
117,
118,647
119,
120,
121,162
122,47,763,42
123,867
124,179
125,
126,910
127,118
128,2503
129,
130,
131,17
132,1534
133,912
134,820
135,
136,912
137,590
139,179
140,179
141,
142,411
143,2002
144,
145,940
146,208
147,183
148,
149,
150,179
151,910
152,214
153,
154,647
155,2503
156,179
157,2001
158,
159,197
161,14
162,912
163,656
164,2090
166,489
168,
170,157
171,
172,
173,
174,910
175,
176,411
177,964
178,
179,406
180,703
181,
182,126
183,
184,179
185,302
186,
187,38
189,487
190,29
191,347
192,1341,1294
193,179
194,439
195,
196,
198,409
200,
201,463
202,
203,390
204,534,544
205,
206,
207,940
208,252
209,
210,
211,
212,125,1306,119,120
213,
214,
215,
216,408
217,233,60
218,
219,910
220,2639
223,
224,
225,
226,36
227,912
228,2371
229,190
230,162
231,
232,
233,509
234,
235,566,125,431,765
236,1534
237,179
238,790,97,267
240,
241,572
242,30
243,36
244,1623
247,522
248,162
249,647
250,572
251,
252,720
253,
254,1438
255,790
256,
257,
258,289
259,548
260,354
261,351
262,179
263,
264,2001
265,911
266,910
267,422
268,
269,2639
270,409,751,227,405
271,
273,796
274,10
275,
277,
278,112
279,893
280,190
281,
282,116
283,
284,790
285,1196
286,113
288,179
289,
290,2141
291,
292,
293,258
294,2006
295,
296,316
297,750
298,279
299,910
300,110
301,
302,912
303,293
304,179
305,
306,347
307,177,2006,621,627
308,179
310,37
311,629
312,
313,2001
314,2001
315,
316,
317,
318,36
319,
320,
321,118
322,46
324,
325,
326,
327,37
328,
329,196
330,
331,576
332,912
333,29,546
334,
335,
336,179
337,606
338,179
339,
340,
341,657
342,
343,135
344,
345,179
346,
347,588
348,
349,592
350,162
351,580
352,456
353,
354,
355,179
356,173
357,
358,642
359,1727
360,116,481,597
361,
362,643
363,179
364,
365,
366,
367,
368,717
369,1623
370,2002
371,856
372,427
375,35
376,206
377,
378,
380,162
382,352
383,210
385,
386,2001
387,149
388,
390,912
391,1008
392,940
393,
394,1379
395,160
396,150
397,1097
398,940
399,
400,162
401,1196
402,193
403,214
404,651
405,46
406,
407,498
408,
409,568
410,144
411,791
412,940
413,
414,
415,208
416,2371
417,
418,940
419,198
420,31
421,
423,411
424,503
425,912
426,1009
427,116
428,
430,
431,179
432,1196
433,
434,
435,867
436,411
437,486
438,190
439,46
440,495
441,407
442,
443,
444,159
446,
447,
449,1009
450,572
451,179
452,
453,940
454,594
455,179
456,128
457,1306
458,487
459,
460,411
461,
462,43
463,
464,1623
465,407
466,912
467,167
468,493
469,940
470,940
471,
472,209
473,450
474,
475,1558
476,179
477,2394
478,643
479,
480,1727
481,
482,
484,2001
485,642
486,
487,289
488,179
489,179
490,
491,1385
492,
493,
494,
495,95
496,347
497,940
498,
499,
500,
501,910
502,
503,1558
504,2002
506,
507,
509,394
510,940,2645,546,2782
511,
512,1356
513,
514,486
515,247
516,940
517,821
518,
519,
520,
521,
523,207
525,
526,1196
527,
529,150
530,
531,
532,
533,2002
534,1534
535,
536,277
537,
538,1010
539,
540,
541,
542,95,51,2394,2668
543,503
544,199
545,
546,2001
547,
548,252
549,2001
550,193
551,
553,
555,
556,910
557,
558,2003,262,707,267
559,
560,411
561,719,559,218
562,656
563,614
565,
566,2639
567,179
568,
569,940
570,46
571,911
572,
573,
574,135
575,2001
576,
577,
578,991
579,
580,71
581,
582,237
583,
584,456
585,910
586,
587,179
589,210
590,912
592,
593,
594,2001
595,1385
596,
598,
601,
602,
603,
604,596
605,1246
606,179
607,408,555
608,885,843,484
609,1368
611,411
612,
613,
614,1558
616,193
617,940
618,1008
619,179
620,940
621,911
622,705
623,
624,411
625,
627,421
628,
629,718
631,110
632,1623
633,
634,910
635,179
636,
637,2001
638,
639,201
640,
641,179
642,174
643,
644,179
645,207
646,
647,2639
649,
650,179
651,9
652,
654,5
655,779
656,65
657,179
658,
659,456
660,486
661,572,1368
662,
663,122
664,
665,179
666,411
667,113
668,
669,
670,
671,
672,409
673,110
674,289
675,37
676,
677,125
678,179
679,289
680,162
681,1558
682,
683,411
684,
685,118
686,429
687,293
688,910
689,1006
690,
691,
692,
693,
694,347
695,194
696,2001
697,2006
698,9
699,2001
700,1534
701,2394
702,113
703,
704,
705,
706,940
707,
708,635
709,2001
710,493
711,
712,
713,
714,411
715,765
716,413
717,940
718,179
719,673
720,2001
721,
722,289
723,910
725,150
726,
727,205,1329,255,589
728,
729,347
730,1386
731,179
732,1242
733,179
734,
735,1196
736,912
737,
738,116
739,
741,179
742,314
743,29
744,119
746,
747,487
749,1534
750,
751,352
752,87
753,2002
754,2482
756,179
757,
758,1531
759,179
760,
761,
762,
763,179
764,
765,
767,2001
768,
769,910
770,1534
771,
772,2001
773,705
776,179
777,411
778,912
779,
780,
781,35
782,66
784,275
785,
786,1534
787,
788,2002
789,
790,179
791,36
792,487
793,179
794,
795,
797,2394,694
798,790
799,150
800,179
801,301
802,411
804,162
805,
806,179
807,
808,
809,179
810,1243,160,546
812,118
813,940
814,2253
815,162
816,162
817,504
818,179
819,655
820,748,680
821,179
822,
823,487
824,
825,
826,
827,2001
828,964
829,
830,643
831,
832,
834,894
835,2001
836,376
837,287
838,411
839,
840,1196
841,110
842,337
843,1329
844,179
845,1901
846,
847,
848,275
849,718
850,646
851,162
852,720
853,910
854,577
855,
856,856
858,113
859,411
860,1009
861,1246
862,
863,
864,
865,
868,790
869,160,118,61
870,110
871,118
873,912
874,347
875,333
876,65
877,1901
878,289
881,278
882,
884,643
885,162
886,411
887,
888,191
889,705
890,2001
891,
893,
895,572
896,
897,
898,590
899,13
900,
903,179
904,
905,940
906,36
907,
908,347
909,179
910,37
911,1534
912,118
913,
914,504
915,590
916,113
917,722
919,196
920,
921,
922,503
924,719
925,126
926,186,605,666
927,1356
928,39
929,910
930,643
931,407
932,2001
933,196
934,356
935,
936,
938,911
939,647
940,179
941,
942,720
943,
946,
948,
949,
950,2001
951,14
952,
953,
954,
955,
958,
959,280
960,940
961,
962,47
963,
964,179
965,
966,1534
967,296
968,717
969,179
971,731
972,
975,179
976,645
977,
978,276
979,1369
980,621,66,177
981,
982,495
984,179
985,
986,2378
987,358
989,590
990,498
991,572
993,867
994,150
995,2394
996,42,47
997,179
998,328
999,1369
1001,1534
1002,
1003,940
1004,505
1005,247
1006,
1007,364
1008,1009
1009,
1010,411
1011,796
1012,179
1013,952
1014,
1015,
1016,
1017,456
1018,647
1019,399
1020,2047
1021,
1022,407
1023,1196
1024,179
1025,1368
1026,940
1027,113
1028,179
1029,
1030,2152
1032,2002
1033,912
1034,297
1035,755
1036,
1037,414
1038,411
1039,
1040,355
1041,
1042,648
1044,
1046,289
1047,642
1049,277
1050,495
1051,643
1052,564
